Q262,Q264,Q270,id,faces,score,scale,type
,,,1,X30f1f,1,f,30f
,,,1,X30f2f,NA,f,30f
,,,1,X30f2m,NA,m,30f
,,,1,X30f4f,NA,f,30f
,,,1,X30f5f,1,f,30f
,,,1,X30f7f,NA,f,30f
,,,1,X30f6f,NA,f,30f
,,,1,X30f8f,NA,f,30f
,,,1,X30f9f,NA,f,30f
,,,1,X30f10f,NA,f,30f
,,,1,X50f1f,4,f,50f
,,,1,X50f2f,NA,f,50f
,,,1,X50f4f,NA,f,50f
,,,1,X50f3f,5,f,50f
,,,1,X50f5f,NA,f,50f
,,,1,X50f6f,4,f,50f
,,,1,X50f7f,5,f,50f
,,,1,X50f8f,5,f,50f
,,,1,X50f9f,NA,f,50f
,,,1,X70f10f,NA,f,70f
,,,1,X70f8f,4,f,70f
,,,1,X70f9f,7,f,70f
,,,1,X70f7f,5,f,70f
,,,1,X70f6f,NA,f,70f
,,,1,X70f5f,4,f,70f
,,,1,X70f4f,NA,f,70f
,,,1,X70f3f,5,f,70f
,,,1,X70f2f,NA,f,70f
,,,1,X70f1f,4,f,70f
,,,1,X50f11f,4,f,50f
,,,1,X50f10f,NA,f,50f
,,,1,X30f1m,NA,m,30f
,,,1,X30f3m,NA,m,30f
,,,1,X30f3f,6,f,30f
,,,1,X30f4m,6,m,30f
,,,1,X30f5m,7,m,30f
,,,1,X30f7m,3,m,30f
,,,1,X30f6m,4,m,30f
,,,1,X30f8m,NA,m,30f
,,,1,X30f9m,NA,m,30f
,,,1,X30f10m,NA,m,30f
,,,1,X50f1m,NA,m,50f
,,,1,X50f2m,3,m,50f
,,,1,X50f4m,4,m,50f
,,,1,X50f3m,3,m,50f
,,,1,X50f5m,NA,m,50f
,,,1,X50f6m,5,m,50f
,,,1,X50f7m,5,m,50f
,,,1,X50f8m,NA,m,50f
,,,1,X50f9m,NA,m,50f
,,,1,X50f11m,NA,m,50f
,,,1,X50f10m,3,m,50f
,,,1,X70f1m,NA,m,70f
,,,1,X70f2m,4,m,70f
,,,1,X70f3m,NA,m,70f
,,,1,X70f4m,NA,m,70f
,,,1,X70f5m,NA,m,70f
,,,1,X70f6m,NA,m,70f
,,,1,X70f7m,NA,m,70f
,,,1,X70f8m,NA,m,70f
,,,1,X70f9m,1,m,70f
,,,1,X70f10m,3,m,70f
58,kvinna,,2,X30f1f,1,f,30f
58,kvinna,,2,X30f2f,1,f,30f
58,kvinna,,2,X30f2m,NA,m,30f
58,kvinna,,2,X30f4f,1,f,30f
58,kvinna,,2,X30f5f,1,f,30f
58,kvinna,,2,X30f7f,2,f,30f
58,kvinna,,2,X30f6f,3,f,30f
58,kvinna,,2,X30f8f,NA,f,30f
58,kvinna,,2,X30f9f,1,f,30f
58,kvinna,,2,X30f10f,NA,f,30f
58,kvinna,,2,X50f1f,5,f,50f
58,kvinna,,2,X50f2f,1,f,50f
58,kvinna,,2,X50f4f,NA,f,50f
58,kvinna,,2,X50f3f,NA,f,50f
58,kvinna,,2,X50f5f,1,f,50f
58,kvinna,,2,X50f6f,4,f,50f
58,kvinna,,2,X50f7f,NA,f,50f
58,kvinna,,2,X50f8f,NA,f,50f
58,kvinna,,2,X50f9f,NA,f,50f
58,kvinna,,2,X70f10f,NA,f,70f
58,kvinna,,2,X70f8f,NA,f,70f
58,kvinna,,2,X70f9f,NA,f,70f
58,kvinna,,2,X70f7f,4,f,70f
58,kvinna,,2,X70f6f,NA,f,70f
58,kvinna,,2,X70f5f,6,f,70f
58,kvinna,,2,X70f4f,7,f,70f
58,kvinna,,2,X70f3f,NA,f,70f
58,kvinna,,2,X70f2f,6,f,70f
58,kvinna,,2,X70f1f,NA,f,70f
58,kvinna,,2,X50f11f,NA,f,50f
58,kvinna,,2,X50f10f,NA,f,50f
58,kvinna,,2,X30f1m,7,m,30f
58,kvinna,,2,X30f3m,NA,m,30f
58,kvinna,,2,X30f3f,4,f,30f
58,kvinna,,2,X30f4m,NA,m,30f
58,kvinna,,2,X30f5m,NA,m,30f
58,kvinna,,2,X30f7m,NA,m,30f
58,kvinna,,2,X30f6m,4,m,30f
58,kvinna,,2,X30f8m,NA,m,30f
58,kvinna,,2,X30f9m,NA,m,30f
58,kvinna,,2,X30f10m,7,m,30f
58,kvinna,,2,X50f1m,2,m,50f
58,kvinna,,2,X50f2m,6,m,50f
58,kvinna,,2,X50f4m,NA,m,50f
58,kvinna,,2,X50f3m,NA,m,50f
58,kvinna,,2,X50f5m,NA,m,50f
58,kvinna,,2,X50f6m,NA,m,50f
58,kvinna,,2,X50f7m,NA,m,50f
58,kvinna,,2,X50f8m,NA,m,50f
58,kvinna,,2,X50f9m,NA,m,50f
58,kvinna,,2,X50f11m,NA,m,50f
58,kvinna,,2,X50f10m,6,m,50f
58,kvinna,,2,X70f1m,5,m,70f
58,kvinna,,2,X70f2m,1,m,70f
58,kvinna,,2,X70f3m,3,m,70f
58,kvinna,,2,X70f4m,1,m,70f
58,kvinna,,2,X70f5m,2,m,70f
58,kvinna,,2,X70f6m,NA,m,70f
58,kvinna,,2,X70f7m,4,m,70f
58,kvinna,,2,X70f8m,1,m,70f
58,kvinna,,2,X70f9m,1,m,70f
58,kvinna,,2,X70f10m,NA,m,70f
24,Kvinna,,3,X30f1f,NA,f,30f
24,Kvinna,,3,X30f2f,1,f,30f
24,Kvinna,,3,X30f2m,NA,m,30f
24,Kvinna,,3,X30f4f,1,f,30f
24,Kvinna,,3,X30f5f,1,f,30f
24,Kvinna,,3,X30f7f,NA,f,30f
24,Kvinna,,3,X30f6f,1,f,30f
24,Kvinna,,3,X30f8f,NA,f,30f
24,Kvinna,,3,X30f9f,NA,f,30f
24,Kvinna,,3,X30f10f,1,f,30f
24,Kvinna,,3,X50f1f,NA,f,50f
24,Kvinna,,3,X50f2f,1,f,50f
24,Kvinna,,3,X50f4f,6,f,50f
24,Kvinna,,3,X50f3f,NA,f,50f
24,Kvinna,,3,X50f5f,1,f,50f
24,Kvinna,,3,X50f6f,2,f,50f
24,Kvinna,,3,X50f7f,1,f,50f
24,Kvinna,,3,X50f8f,NA,f,50f
24,Kvinna,,3,X50f9f,NA,f,50f
24,Kvinna,,3,X70f10f,6,f,70f
24,Kvinna,,3,X70f8f,NA,f,70f
24,Kvinna,,3,X70f9f,NA,f,70f
24,Kvinna,,3,X70f7f,NA,f,70f
24,Kvinna,,3,X70f6f,5,f,70f
24,Kvinna,,3,X70f5f,NA,f,70f
24,Kvinna,,3,X70f4f,NA,f,70f
24,Kvinna,,3,X70f3f,6,f,70f
24,Kvinna,,3,X70f2f,7,f,70f
24,Kvinna,,3,X70f1f,4,f,70f
24,Kvinna,,3,X50f11f,NA,f,50f
24,Kvinna,,3,X50f10f,NA,f,50f
24,Kvinna,,3,X30f1m,NA,m,30f
24,Kvinna,,3,X30f3m,NA,m,30f
24,Kvinna,,3,X30f3f,3,f,30f
24,Kvinna,,3,X30f4m,3,m,30f
24,Kvinna,,3,X30f5m,NA,m,30f
24,Kvinna,,3,X30f7m,2,m,30f
24,Kvinna,,3,X30f6m,4,m,30f
24,Kvinna,,3,X30f8m,NA,m,30f
24,Kvinna,,3,X30f9m,NA,m,30f
24,Kvinna,,3,X30f10m,4,m,30f
24,Kvinna,,3,X50f1m,1,m,50f
24,Kvinna,,3,X50f2m,NA,m,50f
24,Kvinna,,3,X50f4m,NA,m,50f
24,Kvinna,,3,X50f3m,NA,m,50f
24,Kvinna,,3,X50f5m,3,m,50f
24,Kvinna,,3,X50f6m,NA,m,50f
24,Kvinna,,3,X50f7m,NA,m,50f
24,Kvinna,,3,X50f8m,NA,m,50f
24,Kvinna,,3,X50f9m,3,m,50f
24,Kvinna,,3,X50f11m,2,m,50f
24,Kvinna,,3,X50f10m,2,m,50f
24,Kvinna,,3,X70f1m,2,m,70f
24,Kvinna,,3,X70f2m,1,m,70f
24,Kvinna,,3,X70f3m,NA,m,70f
24,Kvinna,,3,X70f4m,NA,m,70f
24,Kvinna,,3,X70f5m,1,m,70f
24,Kvinna,,3,X70f6m,NA,m,70f
24,Kvinna,,3,X70f7m,2,m,70f
24,Kvinna,,3,X70f8m,NA,m,70f
24,Kvinna,,3,X70f9m,NA,m,70f
24,Kvinna,,3,X70f10m,1,m,70f
61,Kvinna,,4,X30f1f,1,f,30f
61,Kvinna,,4,X30f2f,NA,f,30f
61,Kvinna,,4,X30f2m,NA,m,30f
61,Kvinna,,4,X30f4f,1,f,30f
61,Kvinna,,4,X30f5f,1,f,30f
61,Kvinna,,4,X30f7f,2,f,30f
61,Kvinna,,4,X30f6f,NA,f,30f
61,Kvinna,,4,X30f8f,NA,f,30f
61,Kvinna,,4,X30f9f,NA,f,30f
61,Kvinna,,4,X30f10f,NA,f,30f
61,Kvinna,,4,X50f1f,NA,f,50f
61,Kvinna,,4,X50f2f,NA,f,50f
61,Kvinna,,4,X50f4f,5,f,50f
61,Kvinna,,4,X50f3f,NA,f,50f
61,Kvinna,,4,X50f5f,1,f,50f
61,Kvinna,,4,X50f6f,NA,f,50f
61,Kvinna,,4,X50f7f,NA,f,50f
61,Kvinna,,4,X50f8f,NA,f,50f
61,Kvinna,,4,X50f9f,NA,f,50f
61,Kvinna,,4,X70f10f,7,f,70f
61,Kvinna,,4,X70f8f,7,f,70f
61,Kvinna,,4,X70f9f,7,f,70f
61,Kvinna,,4,X70f7f,6,f,70f
61,Kvinna,,4,X70f6f,2,f,70f
61,Kvinna,,4,X70f5f,NA,f,70f
61,Kvinna,,4,X70f4f,7,f,70f
61,Kvinna,,4,X70f3f,4,f,70f
61,Kvinna,,4,X70f2f,NA,f,70f
61,Kvinna,,4,X70f1f,1,f,70f
61,Kvinna,,4,X50f11f,2,f,50f
61,Kvinna,,4,X50f10f,NA,f,50f
61,Kvinna,,4,X30f1m,NA,m,30f
61,Kvinna,,4,X30f3m,NA,m,30f
61,Kvinna,,4,X30f3f,NA,f,30f
61,Kvinna,,4,X30f4m,6,m,30f
61,Kvinna,,4,X30f5m,NA,m,30f
61,Kvinna,,4,X30f7m,NA,m,30f
61,Kvinna,,4,X30f6m,NA,m,30f
61,Kvinna,,4,X30f8m,5,m,30f
61,Kvinna,,4,X30f9m,NA,m,30f
61,Kvinna,,4,X30f10m,NA,m,30f
61,Kvinna,,4,X50f1m,NA,m,50f
61,Kvinna,,4,X50f2m,NA,m,50f
61,Kvinna,,4,X50f4m,NA,m,50f
61,Kvinna,,4,X50f3m,NA,m,50f
61,Kvinna,,4,X50f5m,NA,m,50f
61,Kvinna,,4,X50f6m,NA,m,50f
61,Kvinna,,4,X50f7m,7,m,50f
61,Kvinna,,4,X50f8m,6,m,50f
61,Kvinna,,4,X50f9m,7,m,50f
61,Kvinna,,4,X50f11m,5,m,50f
61,Kvinna,,4,X50f10m,5,m,50f
61,Kvinna,,4,X70f1m,6,m,70f
61,Kvinna,,4,X70f2m,1,m,70f
61,Kvinna,,4,X70f3m,2,m,70f
61,Kvinna,,4,X70f4m,1,m,70f
61,Kvinna,,4,X70f5m,1,m,70f
61,Kvinna,,4,X70f6m,NA,m,70f
61,Kvinna,,4,X70f7m,4,m,70f
61,Kvinna,,4,X70f8m,NA,m,70f
61,Kvinna,,4,X70f9m,1,m,70f
61,Kvinna,,4,X70f10m,2,m,70f
28,Kvinna,,5,X30f1f,NA,f,30f
28,Kvinna,,5,X30f2f,NA,f,30f
28,Kvinna,,5,X30f2m,2,m,30f
28,Kvinna,,5,X30f4f,1,f,30f
28,Kvinna,,5,X30f5f,NA,f,30f
28,Kvinna,,5,X30f7f,3,f,30f
28,Kvinna,,5,X30f6f,1,f,30f
28,Kvinna,,5,X30f8f,2,f,30f
28,Kvinna,,5,X30f9f,1,f,30f
28,Kvinna,,5,X30f10f,NA,f,30f
28,Kvinna,,5,X50f1f,NA,f,50f
28,Kvinna,,5,X50f2f,3,f,50f
28,Kvinna,,5,X50f4f,NA,f,50f
28,Kvinna,,5,X50f3f,NA,f,50f
28,Kvinna,,5,X50f5f,2,f,50f
28,Kvinna,,5,X50f6f,NA,f,50f
28,Kvinna,,5,X50f7f,NA,f,50f
28,Kvinna,,5,X50f8f,NA,f,50f
28,Kvinna,,5,X50f9f,NA,f,50f
28,Kvinna,,5,X70f10f,6,f,70f
28,Kvinna,,5,X70f8f,6,f,70f
28,Kvinna,,5,X70f9f,NA,f,70f
28,Kvinna,,5,X70f7f,5,f,70f
28,Kvinna,,5,X70f6f,NA,f,70f
28,Kvinna,,5,X70f5f,NA,f,70f
28,Kvinna,,5,X70f4f,6,f,70f
28,Kvinna,,5,X70f3f,NA,f,70f
28,Kvinna,,5,X70f2f,7,f,70f
28,Kvinna,,5,X70f1f,NA,f,70f
28,Kvinna,,5,X50f11f,5,f,50f
28,Kvinna,,5,X50f10f,3,f,50f
28,Kvinna,,5,X30f1m,NA,m,30f
28,Kvinna,,5,X30f3m,NA,m,30f
28,Kvinna,,5,X30f3f,4,f,30f
28,Kvinna,,5,X30f4m,5,m,30f
28,Kvinna,,5,X30f5m,6,m,30f
28,Kvinna,,5,X30f7m,3,m,30f
28,Kvinna,,5,X30f6m,6,m,30f
28,Kvinna,,5,X30f8m,NA,m,30f
28,Kvinna,,5,X30f9m,4,m,30f
28,Kvinna,,5,X30f10m,6,m,30f
28,Kvinna,,5,X50f1m,NA,m,50f
28,Kvinna,,5,X50f2m,3,m,50f
28,Kvinna,,5,X50f4m,NA,m,50f
28,Kvinna,,5,X50f3m,NA,m,50f
28,Kvinna,,5,X50f5m,4,m,50f
28,Kvinna,,5,X50f6m,4,m,50f
28,Kvinna,,5,X50f7m,NA,m,50f
28,Kvinna,,5,X50f8m,NA,m,50f
28,Kvinna,,5,X50f9m,NA,m,50f
28,Kvinna,,5,X50f11m,NA,m,50f
28,Kvinna,,5,X50f10m,NA,m,50f
28,Kvinna,,5,X70f1m,4,m,70f
28,Kvinna,,5,X70f2m,NA,m,70f
28,Kvinna,,5,X70f3m,2,m,70f
28,Kvinna,,5,X70f4m,1,m,70f
28,Kvinna,,5,X70f5m,NA,m,70f
28,Kvinna,,5,X70f6m,NA,m,70f
28,Kvinna,,5,X70f7m,NA,m,70f
28,Kvinna,,5,X70f8m,2,m,70f
28,Kvinna,,5,X70f9m,NA,m,70f
28,Kvinna,,5,X70f10m,1,m,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f1f,NA,f,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f2f,NA,f,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f2m,NA,m,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f4f,NA,f,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f5f,1,f,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f7f,NA,f,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f6f,1,f,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f8f,NA,f,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f9f,1,f,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f10f,NA,f,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f1f,5,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f2f,4,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f4f,NA,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f3f,4,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f5f,3,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f6f,4,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f7f,NA,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f8f,NA,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f9f,NA,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f10f,NA,f,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f8f,6,f,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f9f,7,f,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f7f,NA,f,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f6f,5,f,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f5f,NA,f,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f4f,4,f,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f3f,NA,f,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f2f,NA,f,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f1f,3,f,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f11f,3,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f10f,1,f,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f1m,NA,m,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f3m,NA,m,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f3f,3,f,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f4m,5,m,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f5m,NA,m,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f7m,2,m,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f6m,5,m,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f8m,NA,m,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f9m,NA,m,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X30f10m,6,m,30f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f1m,3,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f2m,NA,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f4m,2,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f3m,NA,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f5m,3,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f6m,2,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f7m,3,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f8m,NA,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f9m,6,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f11m,NA,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X50f10m,4,m,50f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f1m,NA,m,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f2m,1,m,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f3m,NA,m,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f4m,NA,m,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f5m,1,m,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f6m,NA,m,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f7m,NA,m,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f8m,1,m,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f9m,NA,m,70f
52,Kvinna ,"Inga konstigheter, funderade inte länge, gick på min känsla ",6,X70f10m,NA,m,70f
20,Kvinna,,7,X30f1f,NA,f,30f
20,Kvinna,,7,X30f2f,NA,f,30f
20,Kvinna,,7,X30f2m,NA,m,30f
20,Kvinna,,7,X30f4f,1,f,30f
20,Kvinna,,7,X30f5f,NA,f,30f
20,Kvinna,,7,X30f7f,6,f,30f
20,Kvinna,,7,X30f6f,NA,f,30f
20,Kvinna,,7,X30f8f,3,f,30f
20,Kvinna,,7,X30f9f,NA,f,30f
20,Kvinna,,7,X30f10f,2,f,30f
20,Kvinna,,7,X50f1f,NA,f,50f
20,Kvinna,,7,X50f2f,NA,f,50f
20,Kvinna,,7,X50f4f,6,f,50f
20,Kvinna,,7,X50f3f,NA,f,50f
20,Kvinna,,7,X50f5f,1,f,50f
20,Kvinna,,7,X50f6f,4,f,50f
20,Kvinna,,7,X50f7f,1,f,50f
20,Kvinna,,7,X50f8f,6,f,50f
20,Kvinna,,7,X50f9f,4,f,50f
20,Kvinna,,7,X70f10f,7,f,70f
20,Kvinna,,7,X70f8f,NA,f,70f
20,Kvinna,,7,X70f9f,NA,f,70f
20,Kvinna,,7,X70f7f,3,f,70f
20,Kvinna,,7,X70f6f,5,f,70f
20,Kvinna,,7,X70f5f,NA,f,70f
20,Kvinna,,7,X70f4f,NA,f,70f
20,Kvinna,,7,X70f3f,NA,f,70f
20,Kvinna,,7,X70f2f,NA,f,70f
20,Kvinna,,7,X70f1f,NA,f,70f
20,Kvinna,,7,X50f11f,5,f,50f
20,Kvinna,,7,X50f10f,2,f,50f
20,Kvinna,,7,X30f1m,6,m,30f
20,Kvinna,,7,X30f3m,7,m,30f
20,Kvinna,,7,X30f3f,NA,f,30f
20,Kvinna,,7,X30f4m,5,m,30f
20,Kvinna,,7,X30f5m,NA,m,30f
20,Kvinna,,7,X30f7m,NA,m,30f
20,Kvinna,,7,X30f6m,NA,m,30f
20,Kvinna,,7,X30f8m,NA,m,30f
20,Kvinna,,7,X30f9m,7,m,30f
20,Kvinna,,7,X30f10m,NA,m,30f
20,Kvinna,,7,X50f1m,NA,m,50f
20,Kvinna,,7,X50f2m,NA,m,50f
20,Kvinna,,7,X50f4m,NA,m,50f
20,Kvinna,,7,X50f3m,3,m,50f
20,Kvinna,,7,X50f5m,NA,m,50f
20,Kvinna,,7,X50f6m,NA,m,50f
20,Kvinna,,7,X50f7m,NA,m,50f
20,Kvinna,,7,X50f8m,1,m,50f
20,Kvinna,,7,X50f9m,3,m,50f
20,Kvinna,,7,X50f11m,1,m,50f
20,Kvinna,,7,X50f10m,4,m,50f
20,Kvinna,,7,X70f1m,NA,m,70f
20,Kvinna,,7,X70f2m,2,m,70f
20,Kvinna,,7,X70f3m,NA,m,70f
20,Kvinna,,7,X70f4m,3,m,70f
20,Kvinna,,7,X70f5m,1,m,70f
20,Kvinna,,7,X70f6m,NA,m,70f
20,Kvinna,,7,X70f7m,4,m,70f
20,Kvinna,,7,X70f8m,NA,m,70f
20,Kvinna,,7,X70f9m,1,m,70f
20,Kvinna,,7,X70f10m,1,m,70f
27,Kvinna,,8,X30f1f,NA,f,30f
27,Kvinna,,8,X30f2f,1,f,30f
27,Kvinna,,8,X30f2m,1,m,30f
27,Kvinna,,8,X30f4f,NA,f,30f
27,Kvinna,,8,X30f5f,NA,f,30f
27,Kvinna,,8,X30f7f,NA,f,30f
27,Kvinna,,8,X30f6f,1,f,30f
27,Kvinna,,8,X30f8f,1,f,30f
27,Kvinna,,8,X30f9f,NA,f,30f
27,Kvinna,,8,X30f10f,NA,f,30f
27,Kvinna,,8,X50f1f,NA,f,50f
27,Kvinna,,8,X50f2f,1,f,50f
27,Kvinna,,8,X50f4f,NA,f,50f
27,Kvinna,,8,X50f3f,NA,f,50f
27,Kvinna,,8,X50f5f,1,f,50f
27,Kvinna,,8,X50f6f,NA,f,50f
27,Kvinna,,8,X50f7f,3,f,50f
27,Kvinna,,8,X50f8f,4,f,50f
27,Kvinna,,8,X50f9f,NA,f,50f
27,Kvinna,,8,X70f10f,NA,f,70f
27,Kvinna,,8,X70f8f,NA,f,70f
27,Kvinna,,8,X70f9f,5,f,70f
27,Kvinna,,8,X70f7f,4,f,70f
27,Kvinna,,8,X70f6f,2,f,70f
27,Kvinna,,8,X70f5f,4,f,70f
27,Kvinna,,8,X70f4f,1,f,70f
27,Kvinna,,8,X70f3f,NA,f,70f
27,Kvinna,,8,X70f2f,NA,f,70f
27,Kvinna,,8,X70f1f,1,f,70f
27,Kvinna,,8,X50f11f,4,f,50f
27,Kvinna,,8,X50f10f,NA,f,50f
27,Kvinna,,8,X30f1m,1,m,30f
27,Kvinna,,8,X30f3m,NA,m,30f
27,Kvinna,,8,X30f3f,1,f,30f
27,Kvinna,,8,X30f4m,2,m,30f
27,Kvinna,,8,X30f5m,2,m,30f
27,Kvinna,,8,X30f7m,NA,m,30f
27,Kvinna,,8,X30f6m,1,m,30f
27,Kvinna,,8,X30f8m,NA,m,30f
27,Kvinna,,8,X30f9m,1,m,30f
27,Kvinna,,8,X30f10m,NA,m,30f
27,Kvinna,,8,X50f1m,NA,m,50f
27,Kvinna,,8,X50f2m,1,m,50f
27,Kvinna,,8,X50f4m,NA,m,50f
27,Kvinna,,8,X50f3m,NA,m,50f
27,Kvinna,,8,X50f5m,NA,m,50f
27,Kvinna,,8,X50f6m,1,m,50f
27,Kvinna,,8,X50f7m,1,m,50f
27,Kvinna,,8,X50f8m,1,m,50f
27,Kvinna,,8,X50f9m,NA,m,50f
27,Kvinna,,8,X50f11m,1,m,50f
27,Kvinna,,8,X50f10m,1,m,50f
27,Kvinna,,8,X70f1m,NA,m,70f
27,Kvinna,,8,X70f2m,NA,m,70f
27,Kvinna,,8,X70f3m,NA,m,70f
27,Kvinna,,8,X70f4m,1,m,70f
27,Kvinna,,8,X70f5m,NA,m,70f
27,Kvinna,,8,X70f6m,NA,m,70f
27,Kvinna,,8,X70f7m,1,m,70f
27,Kvinna,,8,X70f8m,1,m,70f
27,Kvinna,,8,X70f9m,NA,m,70f
27,Kvinna,,8,X70f10m,NA,m,70f
33,Man,,9,X30f1f,NA,f,30f
33,Man,,9,X30f2f,NA,f,30f
33,Man,,9,X30f2m,6,m,30f
33,Man,,9,X30f4f,NA,f,30f
33,Man,,9,X30f5f,4,f,30f
33,Man,,9,X30f7f,4,f,30f
33,Man,,9,X30f6f,4,f,30f
33,Man,,9,X30f8f,4,f,30f
33,Man,,9,X30f9f,5,f,30f
33,Man,,9,X30f10f,3,f,30f
33,Man,,9,X50f1f,5,f,50f
33,Man,,9,X50f2f,2,f,50f
33,Man,,9,X50f4f,NA,f,50f
33,Man,,9,X50f3f,NA,f,50f
33,Man,,9,X50f5f,NA,f,50f
33,Man,,9,X50f6f,NA,f,50f
33,Man,,9,X50f7f,NA,f,50f
33,Man,,9,X50f8f,NA,f,50f
33,Man,,9,X50f9f,NA,f,50f
33,Man,,9,X70f10f,7,f,70f
33,Man,,9,X70f8f,NA,f,70f
33,Man,,9,X70f9f,7,f,70f
33,Man,,9,X70f7f,NA,f,70f
33,Man,,9,X70f6f,5,f,70f
33,Man,,9,X70f5f,4,f,70f
33,Man,,9,X70f4f,NA,f,70f
