Q262,Q264,Q270,id,faces,score,scale,type
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X30f4m,3,m,30f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X30f5m,NA,m,30f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X30f7m,2,m,30f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X30f6m,2,m,30f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X30f8m,NA,m,30f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X30f9m,3,m,30f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X30f10m,NA,m,30f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f1m,NA,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f2m,NA,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f4m,1,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f3m,NA,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f5m,NA,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f6m,NA,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f7m,2,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f8m,NA,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f9m,2,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f11m,NA,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X50f10m,NA,m,50f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X70f1m,NA,m,70f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X70f2m,1,m,70f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X70f3m,1,m,70f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X70f4m,NA,m,70f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X70f5m,1,m,70f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X70f6m,1,m,70f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X70f7m,1,m,70f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X70f8m,NA,m,70f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X70f9m,1,m,70f
33,Kvinna,"Intressant att reflektera kring manligt och kvinnligt, som ju är ett komplext område. Försökte utgå från vad jag uppfattade maskulint respektive feminint, men noterade att det låg nära till hands att även börja blanda in attraktion. Alltså att värdera ansikten som jag fann mer attraktiva som även mer feminina eller maskulina. Och kanske dra ned poängen för de jag fann mindre attraktiva, även om jag såg tydliga könade drag. ",113,X70f10m,NA,m,70f
32,Kvinna,Rätt svårt att bedöma ,114,X30f1f,1,f,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f2f,1,f,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f2m,NA,m,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f4f,NA,f,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f5f,3,f,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f7f,NA,f,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f6f,NA,f,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f8f,3,f,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f9f,NA,f,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f10f,NA,f,30f
32,Kvinna,Rätt svårt att bedöma ,114,X50f1f,4,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f2f,NA,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f4f,NA,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f3f,5,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f5f,4,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f6f,5,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f7f,NA,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f8f,5,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f9f,5,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X70f10f,NA,f,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f8f,NA,f,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f9f,6,f,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f7f,5,f,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f6f,5,f,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f5f,5,f,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f4f,NA,f,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f3f,5,f,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f2f,NA,f,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f1f,NA,f,70f
32,Kvinna,Rätt svårt att bedöma ,114,X50f11f,NA,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f10f,NA,f,50f
32,Kvinna,Rätt svårt att bedöma ,114,X30f1m,NA,m,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f3m,2,m,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f3f,NA,f,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f4m,4,m,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f5m,6,m,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f7m,2,m,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f6m,4,m,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f8m,5,m,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f9m,NA,m,30f
32,Kvinna,Rätt svårt att bedöma ,114,X30f10m,NA,m,30f
32,Kvinna,Rätt svårt att bedöma ,114,X50f1m,3,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f2m,NA,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f4m,NA,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f3m,2,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f5m,NA,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f6m,3,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f7m,NA,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f8m,NA,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f9m,NA,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f11m,2,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X50f10m,3,m,50f
32,Kvinna,Rätt svårt att bedöma ,114,X70f1m,3,m,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f2m,NA,m,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f3m,NA,m,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f4m,NA,m,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f5m,NA,m,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f6m,2,m,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f7m,3,m,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f8m,NA,m,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f9m,1,m,70f
32,Kvinna,Rätt svårt att bedöma ,114,X70f10m,NA,m,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f1f,NA,f,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f2f,NA,f,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f2m,6,m,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f4f,NA,f,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f5f,2,f,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f7f,NA,f,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f6f,NA,f,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f8f,NA,f,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f9f,NA,f,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f10f,3,f,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f1f,NA,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f2f,NA,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f4f,7,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f3f,7,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f5f,NA,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f6f,NA,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f7f,NA,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f8f,NA,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f9f,NA,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f10f,7,f,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f8f,7,f,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f9f,NA,f,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f7f,6,f,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f6f,NA,f,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f5f,7,f,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f4f,7,f,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f3f,7,f,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f2f,7,f,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f1f,4,f,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f11f,7,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f10f,6,f,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f1m,NA,m,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f3m,6,m,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f3f,2,f,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f4m,6,m,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f5m,7,m,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f7m,2,m,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f6m,NA,m,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f8m,NA,m,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f9m,5,m,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X30f10m,5,m,30f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f1m,NA,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f2m,NA,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f4m,2,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f3m,1,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f5m,2,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f6m,NA,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f7m,2,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f8m,1,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f9m,NA,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f11m,NA,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X50f10m,NA,m,50f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f1m,3,m,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f2m,NA,m,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f3m,1,m,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f4m,NA,m,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f5m,NA,m,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f6m,NA,m,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f7m,2,m,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f8m,NA,m,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f9m,NA,m,70f
34,Kvinna,Jag hade gärna velat veta syftet med studien.,115,X70f10m,NA,m,70f
63,man,,116,X30f1f,NA,f,30f
63,man,,116,X30f2f,1,f,30f
63,man,,116,X30f2m,2,m,30f
63,man,,116,X30f4f,3,f,30f
63,man,,116,X30f5f,1,f,30f
63,man,,116,X30f7f,2,f,30f
63,man,,116,X30f6f,2,f,30f
63,man,,116,X30f8f,NA,f,30f
63,man,,116,X30f9f,1,f,30f
63,man,,116,X30f10f,NA,f,30f
63,man,,116,X50f1f,NA,f,50f
63,man,,116,X50f2f,2,f,50f
63,man,,116,X50f4f,2,f,50f
63,man,,116,X50f3f,NA,f,50f
63,man,,116,X50f5f,2,f,50f
63,man,,116,X50f6f,NA,f,50f
63,man,,116,X50f7f,NA,f,50f
63,man,,116,X50f8f,2,f,50f
63,man,,116,X50f9f,NA,f,50f
63,man,,116,X70f10f,NA,f,70f
63,man,,116,X70f8f,5,f,70f
63,man,,116,X70f9f,4,f,70f
63,man,,116,X70f7f,NA,f,70f
63,man,,116,X70f6f,NA,f,70f
63,man,,116,X70f5f,4,f,70f
63,man,,116,X70f4f,NA,f,70f
63,man,,116,X70f3f,NA,f,70f
63,man,,116,X70f2f,NA,f,70f
63,man,,116,X70f1f,NA,f,70f
63,man,,116,X50f11f,3,f,50f
63,man,,116,X50f10f,NA,f,50f
63,man,,116,X30f1m,3,m,30f
63,man,,116,X30f3m,4,m,30f
63,man,,116,X30f3f,1,f,30f
63,man,,116,X30f4m,4,m,30f
63,man,,116,X30f5m,NA,m,30f
63,man,,116,X30f7m,3,m,30f
63,man,,116,X30f6m,NA,m,30f
63,man,,116,X30f8m,3,m,30f
63,man,,116,X30f9m,4,m,30f
63,man,,116,X30f10m,NA,m,30f
63,man,,116,X50f1m,NA,m,50f
63,man,,116,X50f2m,NA,m,50f
63,man,,116,X50f4m,1,m,50f
63,man,,116,X50f3m,NA,m,50f
63,man,,116,X50f5m,NA,m,50f
63,man,,116,X50f6m,NA,m,50f
63,man,,116,X50f7m,3,m,50f
63,man,,116,X50f8m,NA,m,50f
63,man,,116,X50f9m,NA,m,50f
63,man,,116,X50f11m,1,m,50f
63,man,,116,X50f10m,1,m,50f
63,man,,116,X70f1m,3,m,70f
63,man,,116,X70f2m,1,m,70f
63,man,,116,X70f3m,NA,m,70f
63,man,,116,X70f4m,NA,m,70f
63,man,,116,X70f5m,1,m,70f
63,man,,116,X70f6m,NA,m,70f
63,man,,116,X70f7m,NA,m,70f
63,man,,116,X70f8m,NA,m,70f
63,man,,116,X70f9m,NA,m,70f
63,man,,116,X70f10m,NA,m,70f
47,Kvinna,,117,X30f1f,4,f,30f
47,Kvinna,,117,X30f2f,3,f,30f
47,Kvinna,,117,X30f2m,NA,m,30f
47,Kvinna,,117,X30f4f,NA,f,30f
47,Kvinna,,117,X30f5f,4,f,30f
47,Kvinna,,117,X30f7f,NA,f,30f
47,Kvinna,,117,X30f6f,NA,f,30f
47,Kvinna,,117,X30f8f,NA,f,30f
47,Kvinna,,117,X30f9f,3,f,30f
47,Kvinna,,117,X30f10f,1,f,30f
47,Kvinna,,117,X50f1f,5,f,50f
47,Kvinna,,117,X50f2f,2,f,50f
47,Kvinna,,117,X50f4f,NA,f,50f
47,Kvinna,,117,X50f3f,NA,f,50f
47,Kvinna,,117,X50f5f,4,f,50f
47,Kvinna,,117,X50f6f,NA,f,50f
47,Kvinna,,117,X50f7f,NA,f,50f
47,Kvinna,,117,X50f8f,4,f,50f
47,Kvinna,,117,X50f9f,NA,f,50f
47,Kvinna,,117,X70f10f,5,f,70f
47,Kvinna,,117,X70f8f,6,f,70f
47,Kvinna,,117,X70f9f,NA,f,70f
47,Kvinna,,117,X70f7f,5,f,70f
47,Kvinna,,117,X70f6f,5,f,70f
47,Kvinna,,117,X70f5f,NA,f,70f
47,Kvinna,,117,X70f4f,5,f,70f
47,Kvinna,,117,X70f3f,NA,f,70f
47,Kvinna,,117,X70f2f,NA,f,70f
47,Kvinna,,117,X70f1f,NA,f,70f
47,Kvinna,,117,X50f11f,5,f,50f
47,Kvinna,,117,X50f10f,NA,f,50f
47,Kvinna,,117,X30f1m,NA,m,30f
47,Kvinna,,117,X30f3m,NA,m,30f
47,Kvinna,,117,X30f3f,NA,f,30f
47,Kvinna,,117,X30f4m,6,m,30f
47,Kvinna,,117,X30f5m,NA,m,30f
47,Kvinna,,117,X30f7m,NA,m,30f
47,Kvinna,,117,X30f6m,5,m,30f
47,Kvinna,,117,X30f8m,5,m,30f
47,Kvinna,,117,X30f9m,4,m,30f
47,Kvinna,,117,X30f10m,6,m,30f
47,Kvinna,,117,X50f1m,NA,m,50f
47,Kvinna,,117,X50f2m,NA,m,50f
47,Kvinna,,117,X50f4m,1,m,50f
47,Kvinna,,117,X50f3m,NA,m,50f
47,Kvinna,,117,X50f5m,4,m,50f
47,Kvinna,,117,X50f6m,NA,m,50f
47,Kvinna,,117,X50f7m,NA,m,50f
47,Kvinna,,117,X50f8m,4,m,50f
47,Kvinna,,117,X50f9m,NA,m,50f
47,Kvinna,,117,X50f11m,3,m,50f
47,Kvinna,,117,X50f10m,5,m,50f
47,Kvinna,,117,X70f1m,5,m,70f
47,Kvinna,,117,X70f2m,NA,m,70f
47,Kvinna,,117,X70f3m,NA,m,70f
47,Kvinna,,117,X70f4m,2,m,70f
47,Kvinna,,117,X70f5m,NA,m,70f
47,Kvinna,,117,X70f6m,4,m,70f
47,Kvinna,,117,X70f7m,NA,m,70f
47,Kvinna,,117,X70f8m,NA,m,70f
47,Kvinna,,117,X70f9m,1,m,70f
47,Kvinna,,117,X70f10m,1,m,70f
41,Kvinna ,Jag tror att jag tryckte fel första frågan på manliga ansikten. Valen hade bytt plats och jag var för snabb! ,118,X30f1f,1,f,30f
41,Kvinna ,Jag tror att jag tryckte fel första frågan på manliga ansikten. Valen hade bytt plats och jag var för snabb! ,118,X30f2f,NA,f,30f
41,Kvinna ,Jag tror att jag tryckte fel första frågan på manliga ansikten. Valen hade bytt plats och jag var för snabb! ,118,X30f2m,2,m,30f
41,Kvinna ,Jag tror att jag tryckte fel första frågan på manliga ansikten. Valen hade bytt plats och jag var för snabb! ,118,X30f4f,NA,f,30f
41,Kvinna ,Jag tror att jag tryckte fel första frågan på manliga ansikten. Valen hade bytt plats och jag var för snabb! ,118,X30f5f,NA,f,30f
41,Kvinna ,Jag tror att jag tryckte fel första frågan på manliga ansikten. Valen hade bytt plats och jag var för snabb! ,118,X30f7f,3,f,30f
41,Kvinna ,Jag tror att jag tryckte fel första frågan på manliga ansikten. Valen hade bytt plats och jag var för snabb! ,118,X30f6f,NA,f,30f
41,Kvinna ,Jag tror att jag tryckte fel första frågan på manliga ansikten. Valen hade bytt plats och jag var för snabb! ,118,X30f8f,NA,f,30f
41,Kvinna ,Jag tror att jag tryckte fel första frågan på manliga ansikten. Valen hade bytt plats och jag var för snabb! ,118,X30f9f,NA,f,30f
41,Kvinna ,Jag tror att jag tryckte fel första frågan på manliga ansikten. Valen hade bytt plats och jag var för snabb! ,118,X30f10f,1,f,30f
